tiger:tlid, "125079657:125079658:125079662:125079663", 1
turn:lanes, "left|left;through|through;right", 1
name, "3G Communications", 0
network, "Ford GoBike", 0
owner, "Union Pacific Railroad", 33
name, "Aviary", 1
name, "Park Blvd & Glen Park Rd", 0
ALAND, "95853", 1
covered, "no", 5
place, "neighbourhood", 0
tiger:tlid, "125009865", 1
name, "Parodi Court", 1
name, "El Sereno", 1
name_1, "State Highway 61", 22
social_facility:for, "senior", 1
tiger:name_base, "Baywood", 2
tiger:name_base, "Peterson", 1
name, "Chevron", 2
name, "Life Academy", 0
shop, "clothes", 3
latitude, "+37.7768696", 1
name, "Cycle City", 0
tiger:name_base_1, "Grove Shafter", 9
hist_name, "Legendary Palace", 1
tiger:name_base, "Hercules", 1
name, "Kitty Lane", 1
power, "tower", 0
destination:ref, "I 580 East", 4
name, "Empress Florist", 0
name, "Tao Yuen Pastry", 0
name, "Mandela Foods Cooperative", 0
name, "Via Corta", 3
addr:street, "South Shore Center", 0
name_3, "Heinolds", 0
name, "66th Avenue", 17
name, "Bowzer's Pizza", 0
addr:street, "Harrison Street", 4
name, "Centennial Presbyterian Church", 0
name, "Blue Oak Cafe", 0
addr:housenumber, "2413", 1
name, "Oeste", 1
phone, "1-510-628-0600", 1
addr:housenumber, "3744", 1
name, "Fruitvale Shipping Center", 0
name, "Pacific Gas & Electric Co Customer Service Center", 1
name, "19th Street BART Street Elevator", 0
railway, "level_crossing", 0
name, "Chase", 3
building, "convent", 2
cuisine, "doughnut", 0
name, "Orient Building Materials Supply", 0
name, "Rotunda Building", 1
addr:housenumber, "3738", 1
name, "FedEx Office Print and Ship Center", 0
name, "Oakland Jack London Square - San Francisco Ferry Building", 1
tiger:tlid, "125007142:125007134:125007135:125007137:125007144", 1
sport, "ice_skating; ice_hockey; curling", 1
name, "Gonsalves Court", 1
tiger:name_base, "Enterprise", 2
name, "New Gold Medal", 0
addr:housenumber, "2401", 1
addr:housenumber, "3732", 1
name, "Bayo Vista Avenue", 2
addr:housenumber, "3734", 1
name_1, "9th Street", 5
name, "Ferry Landing", 4
addr:housename, "Foothill Smog Test Only", 1
tiger:name_base, "Ravenwood", 1
tiger:name_base, "Acton", 1
addr:housenumber, "3730", 1
name, "63rd Avenue", 2
addr:housenumber, "3729", 1
addr:housenumber, "3728", 1
name, "Bigge Street", 1
name, "New Oakland Pharmacy", 1
canoe_rental, "yes", 0
name, "Mary Help of Christians Church", 0
addr:housenumber, "3725", 1
tiger:tlid, "125053892", 1
tiger:tlid, "125006214:125006221:125006246:125006248:125006408:125006417:125006419:125006240:125006242:125006244:125006250", 1
addr:housenumber, "3724", 1
turn:lanes:backward, "merge_to_right|", 6
payment:american_express, "yes", 0
addr:housenumber, "3727", 1
wikidata, "Q638859", 1
name, "Mulford Gardens Park", 1
name, "Liba Falafel", 0
name, "Covenant House", 1
tiger:name_base, "Remmel", 1
name, "Westlake", 1
addr:housenumber, "1103", 0
latitude, "+37.7084508", 1
historic:name, "Robeson Visual And Performing Arts High School", 0
tiger:name_base, "Saratoga", 3
name, "Morse Drive", 2
addr:housenumber, "2435", 1
name, "Selkirk Street", 2
roof:shape, "pyramidal", 2
name, "Farmer Joe's", 2
addr:housenumber, "1101", 2
addr:housenumber, "3762", 1
name, "The Greenlining 360 Center", 1
name, "3961", 1
building_1, "Groceries", 1
longitude, "-122.2496420", 1
landuse, "office", 0
name, "The VegHub", 0
name, "Palace Court", 1
name, "Aviation Institute of Maintenance", 1
shop, "beauty", 4
name, "Lake Merritt Bike Link Parking", 0
name, "Sage Lane", 1
wetap:quality, "good", 0
name, "Woody's Cafe", 0
addr:housenumber, "3756", 1
addr:housenumber, "2424", 0
addr:housenumber, "3755", 1
name, "San Antonio Way", 1
addr:housenumber, "3750", 1
addr:housenumber, "2421", 1
wikidata, "Q490744", 0
name, "Sally Ride Way", 1
name, "Alameda Boys Club", 0
tiger:name_base, "Beachy", 1
name, "Denke Drive", 1
name, "Penelope", 0
tiger:name_base, "Rutland", 1
name, "Clins N' Snips", 1
addr:housenumber, "3746", 1
fuel, "yes", 0
name, "Wayne Place", 1
name, "Le Magic Cleaners", 1
wikidata, "Q7116321", 0
exit_to, "Carson Street;Redwood Road", 0
access, "bus", 8
addr:housenumber, "3701", 1
addr:housenumber, "3700", 1
building, "temple", 1
turn:lanes:backward, "merge_to_left", 1
name, "Laurel", 0
seamark:daymark:colour, "green;green;red", 0
name, "The Hatch", 0
shop, "stationery", 1
socket:AC, "yes", 0
name, "Family Bridges, Inc.", 2
name, "AT&T", 0
name, "Kollmann Circle", 1
shop, "office_supplies", 1
name, "Hughes Avenue", 1
name, "Oakland Marina Fuel Dock", 2
name, "Prayer Tower Church of God in Christ", 0
man_made, "pipeline", 2
name, "Applebee's", 0
name, "Vien Huong Restaurant", 1
name, "YMCA Eastlake", 1
shop, "check_cashing", 0
tiger:name_base, "Britt", 1
website, "http://www.towerlofts.org", 1
access, "public", 1
name, "Ballena Boulevard", 13
name, "Carlsen", 1
opening_hours, "We-Sa 12:00-20:00; Su 12:00-18:00", 0
ALAND, "52897", 1
name, "China Gourmet", 0
source, "osmsync:findafountain", 0
gnis:edited, "03/09/2007", 1
opening_hours, "Tu-Th, Su 10:00-23:00; Fr-Sa 10:00-24:00", 0
name, "Kent Buckley House", 1
tiger:name_base, "78th", 1
ALAND, "6075", 1
name, "Hays Court", 1
tiger:name_base, "52nd", 3
longitude, "-122.2813356", 1
name, "12th street public restroom", 0
name, "De Lauer's", 0
tiger:name_base, "Tinker", 16
phone, "1-510-865-2231", 0
name, "Linnet Avenue", 1
name, "First Unitarian Church of Oakland", 1
ALAND, "3816", 1
name, "Wakefield Building", 1
addr:street, "Chestnut Street", 6
service, "tyres", 0
website, "http://www.iccnc.org/", 1
addr:housenumber, "3721", 2
website, "http://www.walgreens.com/locator/walgreens-3434-high-st-oakland-ca-94619/id=1536", 0
addr:housenumber, "3722", 1
tiger:name_base, "Moonlight", 1
addr:housenumber, "3718", 1
addr:housenumber, "3717", 1
addr:housenumber, "3719", 1
tiger:name_base, "Ghormley", 1
addr:housenumber, "3714", 2
name, "Shoong Family Chinese Cultural Center", 1
highway, "crossing", 0
open_date, "1999/10/01", 1
addr:housenumber, "3715", 1
tiger:name_base, "65th", 2
noname, "yes", 1
name, "Independent Brewing Company", 0
name, "Forest Hill Avenue", 1
name, "Souley Vegan", 1
website, "http://e-dcoatinc.com", 0
name, "Enos Avenue", 2
tiger:name_base, "Rhoda", 1
fire_hydrant:position, "sidewalk", 0
addr:housenumber, "3711", 2
name, "Van's Tire & Auto Services", 0
phone, "510-261-8909", 1
name, "Orangetheory Fitness", 0
addr:housenumber, "3706", 1
name, "Verison", 0
addr:housenumber, "3709", 1
name, "Happy Burrito #1", 0
tiger:name_base, "Ranger", 2
footway, "crossing", 53
name:ja, "オークランド", 0
addr:housenumber, "3704", 1
name, "Citibank", 1
phone, "510-769-1011", 0
name, "Viking Street", 2
alt_name, "Esther's Breakfast Club & Cocktail Lounge", 0
name, "Golden Lotus Vegetarian", 0
name, "Tillman Park", 1
name, "Doolittle Drive", 68
AREAID, "110167290314", 1
name, "Meals on Wheels", 0
addr:housenumber, "1161", 1
longitude, "-122.2177223", 1
name, "Bachelor Officers Quarters", 1
barrier, "block", 0
name, "New York Pizza", 0
name, "Redondo Court", 1
phone, "(510) 261-2200", 0
name, "Eccham Hall", 1
noaa:geohash, "46ad8b4438be", 0
AREAID, "110167290321", 1
name, "Sandwich Board", 0
AREAID, "110167290303", 1
tiger:name_base, "Worden", 1
AREAID, "110167290309", 1
addr:housenumber, "1157", 1
gnis:feature_id, "253821", 1
addr:housenumber, "1158", 0
turn:lanes, "|||through;right|right", 2
addr:housenumber, "1159", 1
website, "http://www.annexburger.com/", 0
addr:housenumber, "1155", 1
ALAND, "18177", 1
aed:description, "Numerous AED units are located in public areas", 2
name, "Schyler Street", 1
turn:lanes, "||through;right|right|right", 1
name, "Dan Webb Books", 0
note, "Alameda Free Library", 0
addr:housenumber, "1183", 2
AREAID, "110167290335", 1
name, "Lafayette Square", 1
name, "Payless Shoe Source", 0
gnis:id, "1692812", 0
tiger:name_base, "Eastlawn", 5
addr:housenumber, "1187", 1
hist_name, "AMCO Chemical", 1
addr:housenumber, "1188", 2
addr:housenumber, "1189", 1
tiger:name_base, "Magee", 1
aeroway, "apron", 7
name, "Will C Wood Middle School", 1
segregated, "yes", 1
