name, "Line 14 to Fruitvale BART", 94
addr:housenumber, "7000", 2
wikidata, "Q1147732", 2
start_date, "1948", 2
name, "San Joaquin", 700
tiger:PLACEFP, "08310", 6
to, "Emery Bay Public Market", 128
name, "Line 31 to Alameda Point", 259
name, "West Oakland", 5
ref, "51A", 225
from, "Hilltop Mall", 252
from, "Berkeley Amtrak", 119
ref, "5", 66
ref, "1", 365
from, "Bakersfield Station", 349
from, "Daly City", 319
from, "West Oakland BART", 69
from, "San Francisco", 392
name, "Line 26 to Emery Bay Public Market", 128
tiger:FUNCSTAT, "A", 43
ref, "580", 447
leisure, "park", 2
name, "17th Street", 18
name, "Highland Hospital", 3
from, "Millbrae", 271
website, "http://www.amtrak.com/servlet/ContentServer?pagename=am/am2Station/Station_Page&code=OKJ", 4
name, "Line 31 to Downtown Oakland", 91
name, "2nd Avenue", 6
name, "Allegro At Jack London Square", 2
wikidata, "Q917671", 6
usage, "main", 152
name, "57th Avenue", 4
name, "Oakland Public Parking Garage", 2
from, "Monroe Street & San Pablo Avenue", 135
name, "Jackson Palms", 2
via, "19th Street Oakland BART", 342
to, "Lake Merritt BART", 109
from, "Contra Costa College", 251
name, "Line 51A to Rockridge BART", 110
from, "Richmond BART", 357
colour, "#faa61a", 400
type, "multipolygon", 786
name, "Embarcadero", 10
name, "Alameda", 3
wikidata, "Q62", 20
name:el, "Αλαμήντα", 3
name, "Line 51A", 2
name, "38th Avenue", 4
name, "Garfield Neurobehavioral Center", 2
ref, "711-717", 349
COUNTYFP, "001", 2
source, "Bing", 2
name, "31st Avenue", 5
to, "Foothill Square", 164
from, "Emery Bay Public Market", 128
wikipedia, "en:Brisbane, California", 6
name, "18th Street", 4
county:name, "Alameda", 32
name, "Warm Springs / South Fremont-Richmond", 104
network, "US:CA", 590
network, "rcn", 489
name:fa, "سان فرانسیسکو", 20
tiger:PLACENS, "02411292", 14
operator, "Amtrak California", 700
name, "SFO-Pittsburg/Bay Point", 162
building, "hospital", 6
landuse, "grass", 2
is_in:state_code, "CA", 43
gnis:feature_id, "1661760", 2
wikidata, "Q3095811", 4
via, "MacArthur Boulevard", 187
name, "Line 18 to Lake Merritt BART", 135
name, "East 12th Street", 8
contact:website, "https://museumca.org/", 2
name, "Line 18 to University Village", 140
name, "Line 62 to Fruitvale BART", 69
name, "Water Street", 3
name, "Jensen Street", 2
county:name, "San Mateo", 32
operator, "AC Transit", 6025
to, "Downtown Oakland", 303
name, "Oakland International Airport", 5
name, "Niles Subdivision", 46
addr:street, "Jackson Street", 2
name, "Oakland International Airport-Coliseum", 9
name, "Line 1", 2
ref, "518-533; 720-751", 244
tiger:PCICBSA, "Y", 34
opening_hours, "We-Th 11:00-17:00; Fr 11:00-21:00; Sa-Su 10:00-18:00", 2
name, "Fallon Street", 4
tourism, "museum", 2
addr:city, "Berkeley", 214
alt_name, "San Mateo", 32
tiger:PCICBSA, "N", 9
name, "Line 1R to Downtown Berkeley BART (Weekend)", 208
type, "restriction", 447
is_in:country, "USA", 43
colour, "#4db848", 330
boat, "yes", 6
tiger:PCINECTA, "N", 43
name, "Line 12", 2
name, "Line 14", 2
name, "Line 18", 2
name, "Line 1R", 4
name, "Line 26", 2
ref, "72M", 267
name, "Line 31", 4
name, "Line 33", 1
name, "Service Building", 3
name, "Richmond-Fremont", 94
to, "Daly City", 318
name, "112 (unsigned)", 55
operator, "BART", 2010
via, "International Boulevard", 206
service, "long_distance", 1364
name, "Daly City-Warm Springs / South Fremont", 87
amenity, "clinic", 2
name, "I 580 (CA westbound)", 223
name, "Home Place East", 2
gnis:county_id, "001", 2
alt_name, "Clay Street Plaza", 3
from, "Eastmont Transit Center", 1
name, "City and Port of Oakland Joint Domain Awareness Center", 27
to, "Gilman St & 6th St", 167
ref, "800", 751
ref, "802", 229
restriction, "no_u_turn", 309
old_name, "Merritt's Lake;San Antonio Slough;San Antonio Creek", 6
name, "Fremont-Daly City", 76
name, "Capitol Corridor", 244
name, "Capell Street", 3
tiger:STATEFP, "06", 43
name:zh, "880號州際公路", 135
building, "residential", 4
ref, "880", 266
name, "Fruitvale Avenue", 37
leisure, "common", 9
enforcement, "check", 27
ref, "851", 274
leisure, "stadium", 2
to, "Lakeshore Avenue", 128
name, "Line 57", 2
name, "Line 62", 2
alt_name, "988 Franklin Street", 5
name, "Line 1R to Bay Fair BART (Weekend)", 206
name, "Brisbane", 6
name, "Line 72", 4
name, "Line 88", 2
name, "16th Street", 5
name, "Oakland", 14
area, "yes", 4
name, "Pittsburg/Bay Point-SFO", 165
colour, "#ed1c24", 355
wikipedia, "en:Oakland, California", 14
from, "Oakland Amtrak at Jack London Square", 167
name:ko, "샌프란시스코", 20
direction, "west", 223
name:vi, "Cựu Kim Sơn", 20
name, "Embarcadero West", 7
route, "bicycle", 928
from, "Downtown Oakland", 496
wikipedia, "en:Interstate 880", 135
from, "Bay Fair BART", 919
alt_name, "San Francisco", 21
via, "Highland Avenue", 141
name, "Lakeshore Avenue", 30
name, "Shoreline Park", 2
network, "Amtrak", 2064
name, "Line 12 to Northwest Berkeley", 167
name, "Line 57 to Foothill Square", 164
ref, "980", 20
Tiger:MTFCC, "K2180", 2
ref, "Blue", 164
wikidata, "Q400030", 135
tiger:NAMELSAD, "Alameda city", 3
name, "San Francisco", 20
place, "city", 4
population, "765135", 32
alt_name, "Canon Avenue", 2
name, "The Sierra", 2
public_transport, "stop_area", 65
ref, "18", 277
ref, "14", 2
ref, "12", 344
ref, "13", 91
name, "Richmond-Daly City/Millbrae", 4
amenity_1, "toilets", 4
unsigned_ref, "112", 55
ref, "45", 88
ref, "50", 4
ref, "57", 352
ref, "29", 69
ref, "26", 258
name, "Federal Building Plaza", 3
ref, "1R", 1109
name, "International Boulevard", 99
ref, "33", 134
ref, "31", 517
ref, "35", 90
ref, "88", 216
restriction, "no_left_turn", 75
amenity, "parking", 9
ref, "63", 3
ref, "61", 179
name, "Line 57 to 40th Street & San Pablo Avenue", 186
ref, "62", 143
STATEFP, "06", 2
ref, "77", 11
ref, "72", 507
name, "Line 1R to Bay Fair BART (Weekday)", 343
name:uk, "Аламеда", 3
route, "monorail", 19
symbol, "http://upload.wikimedia.org/wikipedia/commons/c/c6/I-880.svg", 266
from, "Pittsburg/Bay Point", 165
cycle_network, "US:CA", 489
from, "Downtown Berkeley", 139
name, "San Francisco Bay Trail", 489
from, "Alameda Point", 254
name, "Air Park Plaza", 2
from, "Dublin / Pleasanton", 80
population, "1638215", 32
via, "San Pablo Avenue", 995
network, "US:I", 733
name:ru, "Аламида", 3
addr:housenumber, "1540", 2
from, "Coliseum (OAC)", 10
colour, "#F0E68C", 700
tiger:PLACEFP, "67000", 20
name, "E Complex", 3
name, "Line 33 to Estates Ave. & Inverlieth Terr., Piedmont", 133
tiger:NAME, "San Francisco", 20
height, "95", 2
is_in, "USA, California", 43
name, "Millbrae-Richmond", 98
type, "public_transport", 65
wikidata, "Q662171", 91
name, "Oakland Subdivision", 118
name, "Harrison Street", 38
unsigned_ref, "260", 36
name, "A Complex", 3
name, "Oakland City Center - 12th Street", 13
name, "Jackson Lake Apartments", 4
name, "35th Avenue", 48
to, "Pittsburg/Bay Point", 335
to, "Alameda Point", 259
name, "San Mateo County", 32
to, "Fruitvale BART", 415
restriction, "only_right_turn", 9
name, "Richmond-Millbrae", 104
type, "route_master", 63
wikidata, "Q3623431", 6
type, "associatedStreet", 975
from, "Montclair", 133
source, "Tiger2009", 8
via, "12th Street BART", 214
name:zh, "旧金山", 41
route, "subway", 1912
via, "Downtown Oakland", 2124
name, "Line 800", 2
name, "Line 802", 2
from, "Oakland - Jack London Square Station", 347
name, "East 38th Street", 10
latitude, "+37.7845455", 2
service, "regional", 940
name, "Line 851", 2
restriction, "only_left_turn", 3
from, "Lake Merritt BART", 105
wikipedia, "en:San Francisco", 20
to, "Millbrae", 281
alt_name, "SBC Building", 2
to, "Fremont", 170
historic, "yes", 10
name, "Underwood Apts", 3
name, "Line 51A to Fruitvale BART", 113
name, "Glen Park Road", 17
name, "Line 62 to West Oakland BART", 72
tiger:NAME, "Brisbane", 6
tiger:PLCIDFP, "0608310", 6
wikipedia, "en:San Leandro, California", 4
name, "Alameda County", 32
tiger:CLASSFP, "C1", 43
name, "Coast Subdivision", 183
to, "Jack London Square", 503
to, "7th Street & Oak Street", 135
wikipedia, "en:Alameda County, California", 32
Tiger:MTFCC, "H2030", 6
name, "San Leandro", 4
ref, "11-14", 1364
from, "Downtown Berkeley BART", 452
name, "B Complex", 3
ref, "701-718", 4
name, "Broadway", 139
wikipedia, "en:San Mateo County, California", 32
to, "Downtown Berkeley", 133
name, "East 10th Street", 2
name, "Champion Street", 3
amenity, "townhall", 4
name, "Pacifica Senior Living Oakland Heights", 2
name, "Coliseum", 13
building, "stadium", 2
name, "Line 72M", 2
name, "Crist Street", 2
name, "8th Street", 11
name, "Pacific Renaissance Plaza", 5
to, "40th Street & San Pablo Avenue", 186
from, "40th Street & San Pablo Avenue", 164
is_in:iso_3166_2, "US:CA", 43
ALAND, "0", 6
old_name:vi, "Cựu Kim Sơn", 20
colour, "silver", 21
from, "8th St & Oak St", 140
from, "Fruitvale BART", 408
leisure, "track", 8
to, "Oakland - Jack London Square Station", 349
name, "Daly City-Fremont", 76
name, "Line 14 to Downtown Oakland", 93
name, "Madison Street", 15
name, "NL", 1
name, "Line 12 to Oakland Amtrak", 175
ref, "Orange", 400
wheelchair, "yes", 6
